CustomerKey;GeographyKey;FullName;Gender;City
15313;547;Garrett Morris;Man;Portland
15314;368;Eduardo Torres;Man;Santa Cruz
15315;635;Katherine Bennett;Woman;Renton
15316;314;Alexis Harris;Woman;Daly City
15317;302;Rachel Jenkins;Woman;Burlingame
15318;539;Grace Watson;Woman;Corvallis
15319;311;Jade Sanchez;Woman;Concord
15320;634;Eduardo Brooks;Man;Redmond
15321;322;Blake Phillips;Man;Fremont
15322;644;Evan Green;Man;Walla Walla
15323;64;Eduardo Wilson;Man;Shawnee
15324;513;Renee Serrano;Woman;Central Valley
15325;632;Elijah Hayes;Man;Port Orchard
15326;307;Todd Zheng;Man;Chula Vista
15327;312;Paula Hernandez;Woman;Coronado
15328;359;Fernando Jackson;Man;San Diego
15329;372;Brianna Cox;Woman;Spring Valley
15330;611;Catherine Richardson;Woman;Bremerton
15331;542;Jacob Taylor;Man;Lake Oswego
15332;637;Jason Sharma;Man;Seattle
15333;301;Marie Diaz;Woman;Burbank
15334;62;Sydney Williams;Woman;Royal Oak
15335;634;Emily Patterson;Woman;Redmond
15336;302;Marco Garcia;Man;Burlingame
15337;307;Rachel Gonzales;Woman;Chula Vista
15338;576;Marie Navarro;Woman;College Station
15339;322;Noah Zhang;Man;Fremont
15340;43;Brittany Barnes;Woman;Burnaby
15341;311;Lacey Deng;Woman;Concord
15342;311;Ashlee Raji;Woman;Concord
15343;334;Carson Barnes;Man;Lakewood
15344;352;Luke Russell;Man;Palo Alto
15345;361;Ashley Perry;Woman;San Gabriel
15346;369;Charles Rodriguez;Man;Santa Monica
15347;298;Deanna Alonso;Woman;Bellflower
15348;642;Greg Carter;Man;Tacoma
15349;374;Stephanie Gonzalez;Woman;Torrance
15350;611;Kathleen Serrano;Woman;Bremerton
15351;612;Steve Lu;Man;Burien
15352;173;Raymond Martinez;Man;Poing
15353;273;Michele Xu;Woman;Watford
15354;271;Corey Kumar;Man;Warrington
15355;186;Janelle Martinez;Woman;Dunkerque
15356;167;Dawn Jai;Woman;Frankfurt am Main
15357;157;Craig Navarro;Man;Hannover
15358;348;Danielle Sanders;Woman;Oakland
15359;614;Logan Yang;Man;Edmonds
15360;301;Ryan Martin;Man;Burbank
15361;368;Thomas Gonzales;Man;Santa Cruz
15362;63;Jennifer Adams;Woman;Shawnee
15363;66;Justin Yang;Man;Sooke
15364;536;Aidan Bryant;Man;Beaverton
15365;325;Victoria Gray;Woman;Glendale
15366;336;Alyssa Coleman;Woman;Lincoln Acres
15367;547;Alyssa White;Woman;Portland
15368;300;Brandi Martin;Woman;Beverly Hills
15369;612;Connor Perez;Man;Burien
15370;543;Jessica Butler;Woman;Lebanon
15371;644;Cameron Bryant;Man;Walla Walla
15372;611;Miguel Alexander;Man;Bremerton
15373;616;Kaitlyn Jones;Woman;Everett
15374;302;Donna Kumar;Woman;Burlingame
15375;310;Alisha Chande;Woman;Colma
15376;66;Megan Sanders;Woman;Sooke
15377;69;Brianna Jackson;Woman;Victoria
15378;71;Devin Ward;Man;Westminster
15379;359;Amanda Griffin;Woman;San Diego
15380;623;Nathan Robinson;Man;Kirkland
15381;631;Alexa Howard;Woman;Olympia
15382;299;Kimberly Blue;Woman;Berkeley
15383;335;Charles Rivera;Man;Lemon Grove
15384;536;Xavier Alan;Man;Beaverton
15385;543;Destiny Reed;Woman;Lebanon
15386;635;Nicholas Taylor;Man;Renton
15387;307;Miguel Rodriguez;Man;Chula Vista
15388;315;Victoria Smith;Woman;Downey
15389;352;Joan King;Woman;Palo Alto
15390;547;Jonathan Turner;Man;Portland
15391;56;Jordyn Powell;Woman;Newton
15392;374;Sydney Brown;Woman;Torrance
15393;299;Rebekah Ruiz;Woman;Berkeley
15394;335;Natalie Wilson;Woman;Lemon Grove
15395;69;Joseph Clark;Man;Victoria
15396;631;Julia Wilson;Woman;Olympia
15397;301;Karl Tang;Man;Burbank
15398;348;Jose Wang;Man;Oakland
15399;299;Mackenzie Murphy;Woman;Berkeley
15400;339;Samuel Roberts;Man;Mill Valley
15401;335;Rachel Hughes;Woman;Lemon Grove
15402;71;Connor Evans;Man;Westminster
15403;312;Jeremiah Ross;Man;Coronado
15404;374;Sydney Robinson;Woman;Torrance
15405;299;Miguel Ross;Man;Berkeley
15406;545;Amanda Butler;Woman;Milwaukie
15407;637;Julia Lee;Woman;Seattle
15408;325;Olivia Thompson;Woman;Glendale
15409;633;Eduardo Cooper;Man;Puyallup
15410;301;Katherine Harris;Woman;Burbank
15411;302;Jay Chandra;Man;Burlingame
15412;312;Ryan Griffin;Man;Coronado
15413;49;Donald Prasad;Man;Cliffside
15414;300;Isaac Richardson;Man;Beverly Hills
15415;641;Rachel Gray;Woman;Spokane
15416;545;Edward Barnes;Man;Milwaukie
15417;307;Alvin Lu;Man;Chula Vista
15418;60;Angel Kelly;Man;Port Hammond
15419;539;Carlos Baker;Man;Corvallis
15420;618;Nathan Hernandez;Man;Issaquah
15421;635;Cameron Clark;Man;Renton
15422;552;Kelly Griffin;Woman;W. Linn
15423;644;Jack Long;Man;Walla Walla
15424;300;Rebecca Hill;Woman;Beverly Hills
15425;4;Tina Sai;Woman;Goulburn
15426;7;Cristina Kumar;Woman;Malabar
15427;359;Jade Murphy;Woman;San Diego
15428;372;Richard Howard;Man;Spring Valley
15429;383;Aaron Li;Man;West Covina
15430;612;Alfredo Jiménez;Man;Burien
15431;299;John Jackson;Man;Berkeley
15432;310;Alvin Kumar;Man;Colma
15433;311;Adam Sharma;Man;Concord
15434;38;Brent Zhou;Man;South Melbourne
15435;40;Geoffrey Raman;Man;Warrnambool
15436;5;Patricia Suri;Woman;Lane Cove
15437;11;Candace Srini;Woman;North Ryde
15438;17;Arthur Rodriguez;Man;St. Leonards
15439;21;Mason Evans;Man;Caloundra
15440;230;Jon Pal;Man;Berkshire
15441;240;Christy Zeng;Woman;High Wycombe
15442;188;Alejandro Shen;Man;Roncq
15443;123;Francisco Patel;Man;Berlin
15444;278;Roy Fernandez;Man;York
15445;225;Bob Lopez;Man;Orly
15446;215;Levi Madan;Man;Colombes
15447;222;Regina Madan;Woman;Pantin
15448;264;Omar She;Man;Oxon
15449;277;Cedric Yuan;Man;York
15450;184;Marshall Black;Man;Metz
15451;211;Linda Munoz;Woman;Les Ulis
15452;206;Alison Goel;Woman;Roissy en Brie
15453;261;Isabelle Barnes;Woman;Newcastle upon Tyne
15454;162;Ian Bennett;Man;Werne
15455;189;Denise Raman;Woman;Roubaix
15456;175;Donald Suri;Man;Saarlouis
15457;171;Adriana Martinez;Woman;Neunkirchen
15458;120;Krystal Ma;Woman;Hof
15459;149;Beth Dominguez;Woman;Mühlheim
15460;173;Bethany Nara;Woman;Poing
15461;238;Alberto Gutierrez;Man;Gateshead
15462;215;Tony Chande;Man;Colombes
15463;216;Terrence Yuan;Man;Courbevoie
15464;22;Kristi Blanco;Woman;East Brisbane
15465;34;Jacquelyn Navarro;Woman;Geelong
15466;358;Elijah Perez;Man;San Carlos
15467;301;Caleb Shan;Man;Burbank
15468;65;Emma Foster;Woman;Shawnee
15469;368;Fernando Williams;Man;Santa Cruz
15470;335;Hailey Lopez;Woman;Lemon Grove
15471;352;Destiny White;Woman;Palo Alto
15472;627;Jennifer Torres;Woman;Marysville
15473;312;Abigail Jenkins;Woman;Coronado
15474;300;Cameron Lal;Man;Beverly Hills
15475;385;Kaitlyn Brooks;Woman;Woodland Hills
15476;337;Alyssa Powell;Woman;Long Beach
15477;310;Jose Adams;Man;Colma
15478;53;Melanie Russell;Woman;Metchosin
15479;631;Andrea Wright;Woman;Olympia
15480;301;Denise Lopez;Woman;Burbank
15481;302;Jamie Zhang;Woman;Burlingame
15482;307;Audrey Rubio;Woman;Chula Vista
15483;361;Katherine Robinson;Woman;San Gabriel
15484;383;Samuel Henderson;Man;West Covina
15485;329;Jordan Wright;Woman;Imperial Beach
15486;553;Kevin Griffin;Man;Woodburn
15487;372;Jesse Ramirez;Man;Spring Valley
15488;43;Evan Richardson;Man;Burnaby
15489;644;Emily Thompson;Woman;Walla Walla
15490;60;Kaitlyn Rivera;Woman;Port Hammond
15491;403;Shannon Li;Woman;Clearwater
15492;623;Grace Long;Woman;Kirkland
15493;543;Eric Chen;Man;Lebanon
15494;69;Anna Ross;Woman;Victoria
15495;307;Craig Alonso;Man;Chula Vista
15496;310;Kelli Goel;Woman;Colma
15497;347;Katelyn Phillips;Woman;Novato
15498;64;Alexandra Washington;Woman;Shawnee
15499;638;Robert Thomas;Man;Sedro Woolley
15500;302;Keith Raji;Man;Burlingame
15501;310;Justin Simmons;Man;Colma
15502;539;Nathaniel Howard;Man;Corvallis
15503;638;Caitlin James;Woman;Sedro Woolley
15504;618;Jared James;Man;Issaquah
15505;552;Gabriella Bailey;Woman;W. Linn
15506;302;Evan Sanders;Man;Burlingame
15507;70;Hailey Campbell;Woman;Westminster
15508;626;Megan Brooks;Woman;Lynnwood
15509;648;Zachary Washington;Man;Yakima
15510;536;Ernest She;Man;Beaverton
15511;66;Haley Kelly;Woman;Sooke
15512;607;Jose Hayes;Man;Ballard
15513;635;Madeline Perez;Woman;Renton
15514;644;Angela Ramirez;Woman;Walla Walla
15515;648;Carlos Wright;Man;Yakima
15516;307;Shaun Raje;Man;Chula Vista
15517;369;Thomas Edwards;Man;Santa Monica
15518;374;Richard Bryant;Man;Torrance
15519;536;Jennifer Evans;Woman;Beaverton
15520;312;Desiree Navarro;Woman;Coronado
15521;298;Kathryn Deng;Woman;Bellflower
15522;547;Ethan Russell;Man;Portland
15523;627;Jonathan Yang;Man;Marysville
15524;542;Dalton Stone;Man;Lake Oswego
15525;301;Marie Gonzalez;Woman;Burbank
15526;70;Isabelle Flores;Woman;Westminster
15527;329;Megan Rivera;Woman;Imperial Beach
15528;545;Lucas Ramirez;Man;Milwaukie
15529;626;Jason Allen;Man;Lynnwood
15530;66;Madison Johnson;Woman;Sooke
15531;610;Calvin Raji;Man;Bothell
15532;307;Marshall Jai;Man;Chula Vista
15533;360;Anna Richardson;Woman;San Francisco
15534;547;Steven Bell;Man;Portland
15535;302;Jordan Scott;Man;Burlingame
15536;52;Victoria Thomas;Woman;Langley
15537;325;Destiny Peterson;Woman;Glendale
15538;326;Luis Lal;Man;Grossmont
15539;299;Raul Goel;Man;Berkeley
15540;302;Randall Ortega;Man;Burlingame
15541;352;Zoe Morris;Woman;Palo Alto
15542;301;Andrea Baker;Woman;Burbank
15543;59;Emma Flores;Woman;Oak Bay
15544;325;Thomas Brown;Man;Glendale
15545;307;Jennifer Rivera;Woman;Chula Vista
15546;552;Robert Jenkins;Man;W. Linn
15547;314;Cassidy Wood;Woman;Daly City
15548;385;Morgan Brooks;Woman;Woodland Hills
15549;49;Richard Davis;Man;Cliffside
15550;611;Orlando Alonso;Man;Bremerton
15551;612;Kaylee Gray;Woman;Burien
15552;631;Tyler Lewis;Man;Olympia
15553;301;Ivan Lopez;Man;Burbank
15554;311;Zoe Bailey;Woman;Concord
15555;352;Hailey Barnes;Woman;Palo Alto
15556;65;Dylan Davis;Man;Shawnee
15557;348;Nathaniel Murphy;Man;Oakland
15558;633;Hailey Morris;Woman;Puyallup
15559;49;Devin Flores;Man;Cliffside
15560;611;Gabrielle Gray;Woman;Bremerton
15561;543;Angel Young;Man;Lebanon
15562;611;Kaitlyn James;Woman;Bremerton
15563;618;Luke Lopez;Man;Issaquah
15564;66;Eduardo Hughes;Man;Sooke
15565;616;Kyle Mitchell;Man;Everett
15566;57;Aaron Foster;Man;Newton
15567;49;Carmen Madan;Woman;Cliffside
15568;325;Aaron Hayes;Man;Glendale
15569;536;Morgan Ward;Woman;Beaverton
15570;372;Brianna Powell;Woman;Spring Valley
15571;65;Angel Allen;Man;Shawnee
15572;54;Anna Garcia;Woman;N. Vancouver
15573;634;Thomas Wilson;Man;Redmond
15574;383;Carlos Peterson;Man;West Covina
15575;23;Alvin Ye;Man;Gold Coast
15576;9;Carly Raje;Woman;Milsons Point
15577;10;Mayra Malhotra;Woman;Newcastle
15578;35;Diane Gill;Woman;Melbourne
15579;31;Brittany Coleman;Woman;Hobart
15580;33;Ruben Raman;Man;Cranbourne
15581;36;Toni Perez;Woman;Melton
15582;34;Jeffery Cai;Man;Geelong
15583;14;Lindsey Xu;Woman;Rhodes
15584;13;Christy Raji;Woman;Port Macquarie
15585;19;Roy Garcia;Man;Wollongong
15586;21;Victor Blanco;Man;Caloundra
15587;33;Jessica Ward;Woman;Cranbourne
15588;4;Kristy Alvarez;Woman;Goulburn
15589;24;Gilbert He;Man;Hawthorne
15590;35;Marshall Wu;Man;Melbourne
15591;37;Darren Srini;Man;Seaford
15592;8;Janet Moreno;Woman;Matraville
15593;31;Naomi Martin;Woman;Hobart
15594;4;Joanna Carlson;Woman;Goulburn
15595;7;Andre Sanchez;Man;Malabar
15596;17;Gilbert Goel;Man;St. Leonards
15597;38;Terry Raji;Man;South Melbourne
15598;16;Tanya Rubio;Woman;Springwood
15599;26;Darryl Ma;Man;Rockhampton
15600;32;Josue Dominguez;Man;Bendigo
15601;20;Naomi Moreno;Woman;Brisbane
15602;37;Warren Wu;Man;Seaford
15603;13;Philip Blanco;Man;Port Macquarie
15604;31;Clifford Prasad;Man;Hobart
15605;3;Alan Yang;Man;Darlinghurst
15606;33;Marco Prasad;Man;Cranbourne
15607;20;Ricky Gill;Man;Brisbane
15608;120;Faith James;Woman;Hof
15609;222;Karl Sharma;Man;Pantin
15610;273;Jessica Gonzales;Woman;Watford
15611;215;Michele Patel;Woman;Colombes
15612;259;Damien Ma;Man;Milton Keynes
15613;221;Melinda Moreno;Woman;Drancy
15614;262;Faith Simmons;Woman;Oxford
15615;259;Erika Alvarez;Woman;Milton Keynes
15616;183;Janet Alonso;Woman;Orleans
15617;197;Dawn Chande;Woman;Paris
15618;162;Gabriel Sharma;Man;Werne
15619;236;Levi Subram;Man;Cheltenham
15620;256;Dominique Subram;Woman;London
15621;268;Kelli Wu;Woman;Liverpool
15622;144;Yvonne Schleger;Man;Essen
15623;195;Molly Madan;Woman;Paris
15624;217;Tyrone Rubio;Man;Paris La Defense
15625;142;Clinton Alvarez;Man;Bonn
15626;155;Eduardo White;Man;Bottrop
15627;146;Troy Srini;Man;Frankfurt am Main
15628;161;Brianna Sandberg;Woman;Solingen
15629;162;Meghan Ruiz;Woman;Werne
15630;260;Nichole Tang;Woman;Milton Keynes
15631;263;Clayton Andersen;Man;Oxford
15632;245;Gloria Carlson;Woman;London
15633;128;Ashlee Shan;Woman;Dresden
15634;271;Dalton Kelly;Man;Warrington
15635;261;Sheila Martin;Woman;Newcastle upon Tyne
15636;127;David White;Man;Darmstadt
15637;179;Russell Sharma;Man;Saint Ouen
15638;259;Rosa He;Woman;Milton Keynes
15639;21;Melanie Coleman;Woman;Caloundra
15640;21;Gary Gomez;Man;Caloundra
15641;33;Marco Sara;Man;Cranbourne
15642;35;Cara Gao;Woman;Melbourne
15643;14;Omar Raji;Man;Rhodes
15644;4;Savannah Gonzalez;Woman;Goulburn
15645;10;Javier Gill;Man;Newcastle
15646;31;Emma Kelly;Woman;Hobart
15647;23;Dawn He;Woman;Gold Coast
15648;34;Edgar Gonzalez;Man;Geelong
15649;160;Melinda Jimenez;Woman;Paderborn
15650;208;Ronnie Li;Man;Saint Germain en Laye
15651;212;Ann Lopez;Woman;Morangis
15652;229;Barbara Wang;Woman;Berks
15653;254;Gerald Madan;Man;London
15654;200;Levi Fernandez;Man;Paris
15655;144;Deanna Gomez;Woman;Essen
15656;178;Darryl Zhao;Man;Sulzbach Taunus
15657;271;Marcus Hayes;Man;Warrington
15658;184;Victoria Rogers;Woman;Metz
15659;127;Angela Rivera;Woman;Darmstadt
15660;250;April Jai;Woman;London
15661;269;Brandon Robinson;Man;Stoke-on-Trent
15662;279;Megan Richardson;Woman;York
15663;196;Mandy Chen;Woman;Paris
15664;172;Jill Vazquez;Woman;Offenbach
15665;198;Kristi Sai;Woman;Paris
15666;205;Bianca Liang;Woman;Lieusaint
15667;151;Hector Ramos;Man;Paderborn
15668;273;Erick Fernandez;Man;Watford
15669;279;Paul Suurs;Woman;York
15670;183;Sergio Sánchez;Man;Orleans
15671;268;Lawrence Torres;Man;Liverpool
15672;160;Kelvin Nara;Man;Paderborn
15673;209;Jon Goel;Man;Versailles
15674;117;Tommy Raheem;Man;Erlangen
15675;120;Jay Alonso;Man;Hof
15676;224;Todd Wang;Man;Tremblay-en-France
15677;220;Alyssa Bradley;Woman;Bobigny
15678;212;Susan Zhou;Woman;Morangis
15679;189;Robert Patterson;Man;Roubaix
15680;171;Tasha She;Woman;Neunkirchen
15681;262;Emma Gonzales;Woman;Oxford
15682;142;Heidi Garcia;Woman;Bonn
15683;156;Jessie Carlson;Woman;Braunschweig
15684;168;Tyrone Suarez;Man;Kiel
15685;172;Robin Vazquez;Woman;Offenbach
15686;244;Pedro Vazquez;Man;London
15687;211;Jay Suri;Man;Les Ulis
15688;196;Chase Gray;Man;Paris
15689;158;Stacey Wang;Woman;Leipzig
15690;267;Clifford Perez;Man;Runcorn
15691;273;Julian Henderson;Man;Watford
15692;262;Ryan Garcia;Man;Oxford
15693;127;Isabel Barnes;Woman;Darmstadt
15694;236;Stephanie Diaz;Woman;Cheltenham
15695;261;Bruce Gomez;Man;Newcastle upon Tyne
15696;222;Damien Sun;Man;Pantin
15697;121;Julia Morris;Woman;Ingolstadt
15698;162;Susan Wang;Woman;Werne
15699;276;Jonathon Hernandez;Man;Woolston
15700;193;Eugene Guo;Man;Paris
15701;236;Jillian Kapoor;Woman;Cheltenham
15702;240;Ruth Mehta;Woman;High Wycombe
15703;142;Alison Chande;Woman;Bonn
15704;134;Peter Luo;Man;München
15705;117;Gabriel Simmons;Man;Erlangen
15706;210;Tina Arthur;Woman;Saint Ouen
15707;121;Robin Rubio;Woman;Ingolstadt
15708;150;Nina Jai;Woman;München
15709;215;Chelsea Prasad;Woman;Colombes
15710;190;Brandy Rana;Woman;Villeneuve-d'Ascq
15711;235;Jeffery Liang;Man;Cambridge
15712;249;Whitney Chandra;Woman;London
15713;267;Hannah Lee;Woman;Runcorn
15714;214;Bethany Pal;Woman;Boulogne-Billancourt
15715;27;Isabella Adams;Woman;Townsville
15716;24;Roy Madan;Man;Hawthorne
15717;18;Alexia Henderson;Woman;Sydney
15718;3;Heather Lin;Woman;Darlinghurst
15719;15;Lacey Liang;Woman;Silverwater
15720;7;Jaime Ramos;Woman;Malabar
15721;40;Cara Guo;Woman;Warrnambool
15722;32;Angela Jenkins;Woman;Bendigo
15723;11;Kate Deng;Woman;North Ryde
15724;21;Roger She;Man;Caloundra
15725;19;Trevor Price;Man;Wollongong
15726;25;Faith Barnes;Woman;Hervey Bay
15727;8;Alisha Zeng;Woman;Matraville
15728;33;Keith Sharma;Man;Cranbourne
15729;32;Mayra Suri;Woman;Bendigo
15730;2;Philip Dominguez;Man;Coffs Harbour
15731;19;Corey Chavez;Man;Wollongong
15732;17;Sandra Zhu;Woman;St. Leonards
15733;26;Leslie Ramos;Woman;Rockhampton
15734;19;Alicia Lal;Woman;Wollongong
15735;3;Lori Blanco;Woman;Darlinghurst
15736;300;Sheena Raje;Woman;Beverly Hills
15737;626;Alexander Robinson;Man;Lynnwood
15738;374;Abigail Miller;Woman;Torrance
15739;369;Garrett Rogers;Man;Santa Monica
15740;536;Johnny Kumar;Man;Beaverton
15741;385;Isabella Allen;Woman;Woodland Hills
15742;352;Grace Thompson;Woman;Palo Alto
15743;623;Chloe Thompson;Woman;Kirkland
15744;614;Angela Gray;Woman;Edmonds
15745;609;Julian Hayes;Man;Bellingham
15746;626;Emily Walker;Woman;Lynnwood
15747;307;Evan Nelson;Man;Chula Vista
15748;54;Austin Jenkins;Man;N. Vancouver
15749;611;Grace Brown;Woman;Bremerton
15750;298;Kaitlin Martinez;Woman;Bellflower
15751;32;Kristen Xu;Woman;Bendigo
15752;10;Bobby Rodriguez;Man;Newcastle
15753;27;Margaret Li;Woman;Townsville
15754;11;Crystal Xu;Woman;North Ryde
15755;39;Connor Flores;Man;Sunbury
15756;28;Kari Gutierrez;Woman;Cloverdale
15757;28;Edwin Ferrier;Man;Cloverdale
15758;38;Arturo Andersen;Man;South Melbourne
15759;536;Erin Brooks;Woman;Beaverton
15760;54;Richard James;Man;N. Vancouver
15761;57;Xavier Thompson;Man;Newton
15762;59;Garrett Stewart;Man;Oak Bay
15763;644;Xavier Young;Man;Walla Walla
15764;40;Louis Guo;Man;Warrnambool
15765;32;Gilbert Deng;Man;Bendigo
15766;36;Priscilla Black;Woman;Melton
15767;37;George Prasad;Man;Seaford
15768;334;Victoria Walker;Woman;Lakewood
15769;335;Kelly Coleman;Woman;Lemon Grove
15770;372;Xavier Brooks;Man;Spring Valley
15771;543;Maria Diaz;Woman;Lebanon
15772;361;Christopher Anderson;Man;San Gabriel
15773;336;Dylan Jenkins;Man;Lincoln Acres
15774;634;Natalie Kelly;Woman;Redmond
15775;609;Michelle Ward;Woman;Bellingham
15776;345;Jesse Mitchell;Man;Newport Beach
15777;637;Brianna Smith;Woman;Seattle
15778;616;José Miller;Man;Everett
15779;611;Jackson Hayes;Man;Bremerton
15780;301;Claudia McDonald;Woman;Burbank
15781;360;Blake Evans;Man;San Francisco
15782;648;Katelyn Collins;Woman;Yakima
15783;31;David Alexander;Man;Hobart
15784;26;Rebekah Vazquez;Woman;Rockhampton
15785;36;Edwin Zhang;Man;Melton
15786;34;Marshall Andersen;Man;Geelong
15787;17;Cynthia Gonzalez;Woman;St. Leonards
15788;35;Barbara Li;Woman;Melbourne
15789;26;Steve Schmidt;Woman;Rockhampton
15790;31;Colin Xu;Man;Hobart
15791;18;Megan Long;Woman;Sydney
15792;30;Ernest Zhou;Man;Perth
15793;2;Renee Navarro;Woman;Coffs Harbour
15794;26;Tonya Chander;Woman;Rockhampton
15795;16;Diane Munoz;Woman;Springwood
15796;39;Edward Hayes;Man;Sunbury
15797;19;Isaac Cox;Man;Wollongong
15798;33;Anne Munoz;Woman;Cranbourne
15799;32;Victoria Anderson;Woman;Bendigo
15800;5;Alberto Serrano;Man;Lane Cove
15801;22;Katrina Shen;Woman;East Brisbane
15802;14;Bridget Kumar;Woman;Rhodes
15803;35;Bradley Goel;Man;Melbourne
15804;10;Brittney Liu;Woman;Newcastle
15805;16;Dawn Lin;Woman;Springwood
15806;19;Devin Allen;Man;Wollongong
15807;8;Scot Schulte;Man;Matraville
15808;40;Natasha Blanco;Woman;Warrnambool
15809;13;Christian Sharma;Man;Port Macquarie
15810;37;Regina Kapoor;Woman;Seaford
15811;15;Barbara Schultz;Man;Silverwater
15812;23;Logan Allen;Man;Gold Coast
15813;355;Julian Diaz;Man;Redwood City
15814;302;Monica Subram;Woman;Burlingame
15815;51;Nicole Price;Woman;Langford
15816;50;Victoria Miller;Woman;Haney
15817;536;Chloe Alexander;Woman;Beaverton
15818;609;Stanley Perez;Man;Bellingham
15819;633;Savannah Cox;Woman;Puyallup
15820;618;Chase Ward;Man;Issaquah
15821;383;Logan Anderson;Man;West Covina
15822;29;Damien Zhu;Man;Findon
15823;32;Sharon Tang;Woman;Bendigo
15824;310;Lindsay Kumar;Woman;Colma
15825;637;Angela Simmons;Woman;Seattle
15826;53;Marissa Price;Woman;Metchosin
15827;614;Danielle Ward;Woman;Edmonds
15828;29;Robyn Ramos;Woman;Findon
15829;35;Devin Diaz;Man;Melbourne
15830;8;Naomi Alonso;Woman;Matraville
15831;12;Omar He;Man;North Sydney
15832;28;Manuel Martinez;Man;Cloverdale
15833;38;Tabitha Kovar;Woman;South Melbourne
15834;644;Rebecca Green;Woman;Walla Walla
15835;315;Marcus Smith;Man;Downey
15836;343;Devin Jackson;Man;National City
15837;611;Julia Johnston;Woman;Bremerton
15838;322;Julia Taylor;Woman;Fremont
15839;369;William Taylor;Man;Santa Monica
15840;552;Natalie Peterson;Woman;W. Linn
15841;338;Luis Shan;Man;Los Angeles
15842;641;Haley Gray;Woman;Spokane
15843;648;Caleb Wright;Man;Yakima
15844;326;Megan Brown;Woman;Grossmont
15845;545;Mackenzie Carter;Woman;Milwaukie
15846;53;Julian Flores;Man;Metchosin
15847;70;Edward White;Man;Westminster
15848;547;Gabrielle Hernandez;Woman;Portland
15849;641;Destiny Kelly;Woman;Spokane
15850;69;Rachel Bradley;Woman;Victoria
15851;616;Taylor Anderson;Woman;Everett
15852;368;Oscar Henderson;Man;Santa Cruz
15853;339;Jasmine Brown;Woman;Mill Valley
15854;315;Miranda Wood;Woman;Downey
15855;368;Noah Jones;Man;Santa Cruz
15856;51;Luis Gonzales;Man;Langford
15857;307;Isabella White;Woman;Chula Vista
15858;311;Jonathan Parker;Man;Concord
15859;69;Abigail Ramirez;Woman;Victoria
15860;609;Joe Moreno;Man;Bellingham
15861;299;Damien Zhao;Man;Berkeley
15862;301;Sriniwa Narayanan;Woman;Burbank
15863;53;Adam Scott;Man;Metchosin
15864;68;Lauren Bailey;Woman;Vancouver
15865;352;Isabel Price;Woman;Palo Alto
15866;54;Abigail White;Woman;N. Vancouver
15867;633;Victoria White;Woman;Puyallup
15868;66;Caleb Lal;Man;Sooke
15869;632;Alexandra Hall;Woman;Port Orchard
15870;539;Zoe Howard;Woman;Corvallis
15871;633;Ryan Jai;Man;Puyallup
15872;69;Gabriella Gonzalez;Woman;Victoria
15873;326;Hailey Richardson;Woman;Grossmont
15874;66;Samuel Martin;Man;Sooke
15875;369;Devin Morris;Man;Santa Monica
15876;53;Eduardo Turner;Man;Metchosin
15877;299;Jordan Perez;Man;Berkeley
15878;59;Kevin Flores;Man;Oak Bay
15879;66;Tyler Wilson;Man;Sooke
15880;641;Patrick Bailey;Man;Spokane
15881;55;Destiny Williams;Woman;Newton
15882;536;Maurice Xie;Man;Beaverton
15883;312;Tristan Coleman;Man;Coronado
15884;314;Dakota Bradley;Man;Daly City
15885;638;Garrett Sanchez;Man;Sedro Woolley
15886;335;Matthew Brown;Man;Lemon Grove
15887;611;Deanna Vazquez;Woman;Bremerton
15888;627;Amanda Richardson;Woman;Marysville
15889;50;Robert Wright;Man;Haney
15890;315;James Russell;Man;Downey
15891;331;Jordan Lopez;Man;La Jolla
15892;607;Pamela Srini;Woman;Ballard
15893;609;Yolanda Xu;Woman;Bellingham
15894;609;Joanna Gutierrez;Woman;Bellingham
15895;316;Sophia Parker;Woman;El Cajon
15896;352;Samuel Jones;Man;Palo Alto
15897;385;Haley Cooper;Woman;Woodland Hills
15898;648;Isaiah Gonzalez;Man;Yakima
15899;369;Ian James;Man;Santa Monica
15900;50;Wyatt Roberts;Man;Haney
15901;616;Taylor Bryant;Woman;Everett
15902;632;Robert Diaz;Man;Port Orchard
15903;299;Abigail Barnes;Woman;Berkeley
15904;307;Janice Bennett;Woman;Chula Vista
15905;52;Taylor Taylor;Woman;Langley
15906;66;Kaitlyn Lewis;Woman;Sooke
15907;648;Steven Bailey;Man;Yakima
15908;329;David Wilson;Man;Imperial Beach
15909;334;Cassidy Ross;Woman;Lakewood
15910;358;Caleb Hughes;Man;San Carlos
15911;611;Maria Baker;Woman;Bremerton
15912;369;Mya Simmons;Woman;Santa Monica
15913;55;Antonio Hughes;Man;Newton
15914;633;Logan Bryant;Man;Puyallup
15915;331;Alex Cox;Man;La Jolla
15916;62;Brandon Walker;Man;Royal Oak
15917;49;Emily White;Woman;Cliffside
15918;612;Roberto Ruiz;Man;Burien
15919;241;Rebekah Prasad;Woman;Kirkby
15920;207;Colin Wu;Man;Chatou
15921;207;Donald Patel;Man;Chatou
15922;240;Roger Kumar;Man;High Wycombe
15923;205;Ricardo Raje;Man;Lieusaint
15924;183;Omar Wang;Man;Orleans
15925;209;Stanley Subram;Man;Versailles
15926;153;Donna Deng;Woman;Berlin
15927;164;Gilbert Huang;Man;Berlin
